year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2008,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,26.51
2008,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,26.51
2008,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1896183.92
2008,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1938926.5
2008,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12864.13
2008,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,3364.71
2008,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,26513.74
2008,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,26513.74
2009,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1810.7
2009,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1852.66
2009,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.15
2009,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.12
2009,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,26.69
2009,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,26.69
2009,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1810701.17
2009,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1852657.6
2009,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12116.51
2009,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,3146.2
2009,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,26693.71
2009,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,26693.71
2010,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1938.4
2010,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1980.79
2010,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.17
2010,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.2
2010,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,27.01
2010,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,27.01
2010,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1938404.97
2010,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1980788.96
2010,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12199.81
2010,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,3174.85
2010,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,27009.34
2010,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,27009.34
2011,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1978.76
2011,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2024.22
2011,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.19
2011,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.24
2011,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,30.04
2011,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,30.04
2011,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1978755.48
2011,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2024223.08
2011,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12240.42
2011,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,3189.15
2011,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,30038.03
2011,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,30038.03
2012,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1973.47
2012,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2019.82
2012,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.21
2012,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.32
2012,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,30.81
2012,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,30.81
2012,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1973472.37
2012,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2019816.76
2012,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12321.6
2012,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,3211.9
2012,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,30810.88
2012,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,30810.88
2013,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1952.85
2013,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1999.75
2013,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.25
2013,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.48
2013,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,31.17
2013,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,31.17
2013,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1952848.62
2013,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,1999746.12
2013,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12482.94
2013,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,3245.03
2013,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,31169.52
2013,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,31169.52
2014,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1975.18
2014,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2023.89
2014,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.3
2014,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.63
2014,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,32.77
2014,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,32.77
2014,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1975184.21
2014,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2023891.4
2014,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12633.04
2014,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,3301.36
2014,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,32772.78
2014,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,32772.78
2015,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1982.18
2015,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2031.82
2015,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.29
2015,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.63
2015,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,33.72
2015,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,33.72
2015,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1982178.32
2015,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2031815
2015,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12634.18
2015,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,3286.2
2015,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,33716.3
2015,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,33716.3
2016,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1974.66
2016,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2023.89
2016,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3.34
2016,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.95
2016,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,32.94
2016,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,32.94
2016,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,1974661.6
2016,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2023888.58
2016,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12945.59
2016,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,3342.9
2016,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,32938.5
2016,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,32938.5
2017,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2173.37
2017,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2220.12
2017,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.49
2017,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,10.56
2017,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,34.7
2017,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,34.7
2017,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2173370.11
2017,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2220119.81
2017,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,10558.99
2017,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1494.55
2017,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,34696.16
2017,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,34696.16
2018,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2213.14
2018,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2261.58
2018,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.36
2018,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,11.35
2018,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,35.73
2018,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,35.73
2018,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2213141.38
2018,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2261576.82
2018,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,11350.7
2018,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1356.71
2018,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,35728.03
2018,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,35728.03
2019,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2101.19
2019,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2149.28
2019,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.25
2019,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.47
2019,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,34.36
2019,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,34.36
2019,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2101194.07
2019,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2149284.14
2019,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12474.62
2019,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1251.15
2019,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,34364.29
2019,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,34364.29
2020,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2047.6
2020,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2095.47
2020,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.12
2020,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,12.71
2020,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,34.04
2020,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,34.04
2020,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2047596.19
2020,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2095467.11
2020,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,12712.8
2020,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1119.15
2020,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,34038.96
2020,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,34038.96
2021,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2165.44
2021,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2213.6
2021,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.04
2021,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,13.26
2021,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,33.86
2021,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,33.86
2021,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2165438.43
2021,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2213601.12
2021,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,13259.65
2021,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,1039.84
2021,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,33863.2
2021,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,33863.2
2022,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2169.71
2022,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2219.86
2022,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.84
2022,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,14.1
2022,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,35.21
2022,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,35.21
2022,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2169710.31
2022,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2219864.58
2022,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,14103.55
2022,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,842.78
2022,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,35207.94
2022,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,35207.94
2023,II111,Road transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2247.38
2023,II111,Road transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2296.23
2023,II111,Road transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.8
2023,II111,Road transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,15.07
2023,II111,Road transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,32.98
2023,II111,Road transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,32.98
2023,II111,Road transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,2247379.55
2023,II111,Road transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,2296227.19
2023,II111,Road transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,15067.78
2023,II111,Road transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,802.6
2023,II111,Road transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,32977.26
2023,II111,Road transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,32977.26
2007,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,159.33
2007,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,177.48
2007,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.25
2007,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,16.53
2007,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.37
2007,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.37
2007,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,159325.01
2007,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,177480.27
2007,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,16532.22
2007,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,253.47
2007,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1369.57
2007,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1369.57
2008,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,154.2
2008,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,171.97
2008,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.25
2008,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,15.99
2008,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.53
2008,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.53
2008,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,154202.4
2008,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,171966.94
2008,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,15992.3
2008,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,245.19
2008,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1527.05
2008,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1527.05
2009,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,163.1
2009,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,181.79
2009,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.26
2009,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,16.89
2009,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.54
2009,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.54
2009,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,163104.92
2009,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,181793.44
2009,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,16885.75
2009,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,258.89
2009,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1543.88
2009,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1543.88
2010,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,142.4
2010,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,159.07
2010,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2010,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,14.72
2010,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.73
2010,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.73
2010,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,142398.64
2010,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,159073.44
2010,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,14723.26
2010,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,225.73
2010,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1725.81
2010,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1725.81
2011,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,152.1
2011,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,170.07
2011,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.24
2011,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,15.73
2011,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2
2011,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,2
2011,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,152100.38
2011,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,170069.08
2011,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,15725.08
2011,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,241.09
2011,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,2002.52
2011,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,2002.52
2012,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,153.12
2012,II121,Rail transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,171.12
2012,II121,Rail transport,Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.24
2012,II121,Rail transport,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,15.81
2012,II121,Rail transport,Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.95
2012,II121,Rail transport,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,1.95
2012,II121,Rail transport,Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,153118.3
2012,II121,Rail transport,Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,171116.94
2012,II121,Rail transport,Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,15809.85
2012,II121,Rail transport,Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,242.39
2012,II121,Rail transport,Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,1946.41
2012,II121,Rail transport,Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,1946.41
2013,II121,Rail transport,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,147.21
